age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
80,M,701,Célibataire,0,false,9521 BX 30
20,M,441,En Couple,1,false,3738 NU 73
48,M,567,En Couple,0,false,6852 TX 59
77,M,422,En Couple,4,true,8287 FZ 92
19,M,766,Célibataire,0,false,6923 FM 36
31,M,741,En Couple,1,false,5141 XC 47
60,M,457,En Couple,2,false,5665 LE 49
22,F,516,En Couple,2,false,8369 WT 91
51,M,406,Célibataire,0,false,3583 RP 11
19,M,1317,En Couple,2,false,3645 HV 70
23,M,227,Célibataire,0,false,7574 OJ 43
44,M,200,Célibataire,0,false,4752 PM 30
25,M,534,Célibataire,0,false,497 TR 59
42,M,1118,Seule,1,false,9099 PG 67
76,F,184,Célibataire,0,false,4134 QO 16
32,M,246,En Couple,1,false,8744 ZD 20
27,M,597,En Couple,0,true,4259 FO 20
51,M,404,En Couple,2,false,4555 CW 97
48,M,161,Célibataire,0,false,5314 WC 18
54,M,442,Seule,1,false,962 MC 42
58,F,558,Célibataire,0,false,2247 HK 53
45,M,854,En Couple,3,false,4087 BM 46
31,M,588,En Couple,2,false,2046 VP 26
22,M,503,Célibataire,0,false,458 VQ 27
38,M,445,En Couple,1,false,9488 LZ 88
34,M,1127,Célibataire,0,false,4377 ZC 34
22,M,1006,En Couple,2,false,5324 ZA 69
74,M,480,Seule,2,false,313 QL 20
36,M,747,Célibataire,0,false,383 CZ 45
35,F,894,En Couple,2,false,5019 ID 22
52,M,427,En Couple,4,false,1391 CD 49
41,M,1342,En Couple,3,true,2346 FD 33
55,M,571,En Couple,0,false,9017 QD 64
25,F,513,En Couple,1,true,410 HJ 43
20,M,536,En Couple,4,false,6952 ZV 39
18,M,528,En Couple,2,false,7848 CL 82
45,M,580,En Couple,2,false,7759 MI 54
55,M,901,En Couple,2,false,126 BC 24
78,M,524,Célibataire,0,false,1995 AN 68
58,F,1249,Célibataire,0,false,4461 QQ 69
58,M,501,Célibataire,0,false,6883 AZ 12
64,F,210,Célibataire,0,false,8722 HM 42
47,M,525,En Couple,1,true,7738 JW 28
76,M,410,En Couple,2,false,5251 OP 60
18,F,1388,En Couple,4,true,5673 LX 61
29,M,538,En Couple,2,false,273 NR 20
57,F,233,En Couple,4,true,1943 VF 11
48,M,480,En Couple,2,false,2598 ZS 65
36,M,434,En Couple,2,false,867 LM 32
29,M,474,En Couple,0,false,5430 HE 62
26,M,1208,En Couple,0,true,1765 KT 12
44,F,1341,En Couple,2,false,4079 IK 77
77,M,439,Célibataire,0,false,7074 TC 62
84,F,454,En Couple,0,false,2186 AC 33
26,M,1136,En Couple,0,true,1959 BA 54
49,F,1371,Célibataire,0,false,5625 OG 19
52,F,749,Célibataire,0,false,6971 II 81
59,M,1139,En Couple,1,false,7113 TE 70
48,F,790,Célibataire,0,false,8431 IR 72
51,M,506,Marié(e),1,false,9055 QD 58
79,M,577,En Couple,1,false,3246 HF 57
34,F,448,En Couple,0,false,9820 PW 57
58,M,401,En Couple,2,true,2319 VI 24
22,M,537,Célibataire,0,false,6619 YZ 65
57,F,919,En Couple,1,false,3584 VV 70
31,F,196,En Couple,1,true,2319 OD 54
18,M,536,En Couple,4,true,3706 OA 11
48,M,505,Célibataire,0,false,4200 OE 81
49,M,1185,En Couple,0,false,9073 YZ 27
34,M,401,Célibataire,0,false,8556 LU 80
41,F,548,Célibataire,0,false,5619 VM 41
69,F,528,Célibataire,0,false,3967 YE 18
55,M,700,En Couple,2,true,662 IH 89
24,F,933,Célibataire,0,false,317 XO 70
61,M,1027,En Couple,0,false,9115 DX 31
31,M,598,En Couple,4,true,2669 GB 86
39,M,234,En Couple,1,false,7071 LW 72
84,M,766,En Couple,0,false,1325 IP 53
30,M,596,En Couple,3,false,3831 RY 56
65,M,216,En Couple,3,false,7226 WY 38
28,M,417,Célibataire,0,false,8593 GD 45
25,F,500,En Couple,0,false,3639 HQ 43
61,Masculin,564,En Couple,1,false,375 AA 59
42,F,208,En Couple,3,false,9426 AZ 22
39,M,474,En Couple,4,false,8364 CL 96
45,M,426,En Couple,0,false,3908 XH 82
45,Homme,434,En Couple,3,false,398 KX 95
21,Homme,458,En Couple,?,true,7535 ZA 23
26,F,171,En Couple,0,false,3028 DF 68
33,M,442,Célibataire,0,false,3408 XA 61
23,M,522,Célibataire,0,false,3872 DI 71
25,M,460,En Couple,1,false,1276 UA 41
43,M,536,En Couple,2,false,5004 FC 51
83,M,518,En Couple,3,false,8516 XL 80
27,F,457,En Couple,1,false,5550 IQ 51
52,M,426,En Couple,0,false,5363 IN 79
45,M,204,Célibataire,0,false,2101 NY 86
44,F,1213,En Couple,2,true,3868 JT 69
68,M,426,En Couple,0,false,4571 OM 12
42,Homme,199,En Couple,4,false,4190 QT 87
45,F,950,En Couple,0,false,8418 QK 34
61,M,592,En Couple,4,false,8305 FZ 63
57,M,405,En Couple,1,false,425 XP 36
29,F,220,Célibataire,0,false,7528 BW 81
25,M,512,En Couple,4,true,3255 DK 39
70,M,567,En Couple,2,false,6047 UW 96
71,F,489,En Couple,3,false,9868 PC 79
56,M,496,En Couple,0,true,9885 IR 87
26,M,595,En Couple,4,true,5556 WN 44
55,M,445,En Couple,1,false,2064 ZR 13
40,M,468,En Couple,0,false,773 YK 65
67,?,246,En Couple,0,false,6021 JK 59
32,M,452,Célibataire,0,false,7869 XO 38
58,F,402,En Couple,2,false,7918 HC 40
25,M,1189,En Couple,3,false,7703 HQ 46
78,M,498,En Couple,4,false,7932 AC 74
44,F,721,En Couple,2,false,5620 GM 42
37,M,154,En Couple,3,true,5236 KC 31
30,M,551,Célibataire,0,false,1220 FP 65
66,F,1105,En Couple,1,false,5147 ZY 15
83,M,535,En Couple,3,false,3741 TG 27
18,F,494,En Couple,3,false,989 IU 81
45,M,424,En Couple,3,false,623 KG 47
82,M,1377,Célibataire,0,false,639 JK 36
59,M,487,En Couple,2,false,5576 RM 63
25,M,470,En Couple,3,false,5714 XG 60
58,F,246,En Couple,4,false,6411 SS 42
27,F,483,En Couple,3,false,608 VX 72
24,M,921,Célibataire,0,false,4409 KI 80
72,M,469,Célibataire,0,false,559 DZ 39
66,M,215,En Couple,2,true,8570 YK 19
18,M,535,En Couple,3,false,3467 VI 85
19,M,544,Célibataire,0,false,7874 RP 94
29,F,497,Célibataire,0,false,2317 IL 77
21,F,169,En Couple,0,false,1774 HF 93
39,M,983,En Couple,4,false,2184 CS 70
56,Femme,480,En Couple,1,false,934 KS 92
18,M,585,En Couple,3,false,6184 XN 60
34,Masculin,1372,En Couple,1,false,5851 UY 19
19,M,159,Célibataire,0,false,8339 UR 77
53,M,1080,Célibataire,0,false,3431 UD 44
67,M,1216,En Couple,1,false,3449 HI 90
32,M,433,En Couple,1,false,3985 PM 79
28,M,425,En Couple,3,false,7526 NP 45
19,M,411,En Couple,4,false,4984 LQ 80
33,M,1263,En Couple,2, ,1212 GF 90
78,M,478,Seule,1,false,5893 SI 62
49,F,961,Célibataire,0,false,3308 PA 91
21,M,787,Célibataire,0,false,6827 AY 38
53,F,1257,En Couple,2,false,6683 BK 36
62,M,223,En Couple,2,true,2824 SD 91
27,M,410,En Couple,3,false,5102 TT 95
61,M,403,En Couple,3,false,8963 BA 61
52,M,1197,Célibataire,0,false,2401 WN 91
18,F,1076,En Couple,0,false,1133 KN 85
36,F,557,En Couple,1,false,1465 RI 92
57,M,1104,Seule,3,false,1218 HW 49
41,M,872,Seule,2,false,2983 UE 16
60,M,547,Seule,1,false,839 KK 63
80,M,204,Célibataire,0,false,7173 WH 41
21,M,714,Seule,2,false,5691 RM 66
28,M,489,En Couple,4,false,7912 DY 57
53,M,493,En Couple,3,false,4328 TM 76
61,F,516,En Couple,0,false,3502 WK 26
55,F,523,En Couple,2,false,8304 WR 11
81,M,548,En Couple,3,false,2927 GJ 93
43,M,471,En Couple,3,false,5346 IY 32
50,M,525,En Couple,3,false,1102 FO 87
35,M,540,En Couple,3,false,5940 BI 22
49,M,222,En Couple,1,false,8919 ZI 30
21,M,456,Célibataire,0,false,6760 NL 11
24,M,202,Célibataire,0,false,9520 PV 84
62,F,945,Seule,3,false,8825 LD 84
19,M,197,En Couple,0,false,9209 NL 95
21,M,158,En Couple,4,false,5660 ED 26
59,M,1023,En Couple,2,false,4350 RW 82
42,M,1035,En Couple,0,false,5522 BA 63
20,F,241,En Couple,4,false,6753 OI 50
38,F,208,En Couple,1,true,8818 GL 28
52,F,246,En Couple,4,true,9074 XN 58
28,M,491,En Couple,2,false,1 IW 35
70,M,249,Célibataire,0,false,6665 XB 95
41,M,1331,Célibataire,0,false,7003 CC 48
20,F,1330,En Couple,1,false,9560 IA 57
21,M,1029,Célibataire,0,false,2120 SC 64
44,M,594,En Couple,4,false,6619 IT 65
72,F,217,Célibataire,0,false,4762 RW 16
69,M,1274,Célibataire,0,false,3993 FS 47
57,M,411,En Couple,1,false,5259 UK 46
36,M,597,En Couple,0,false,6818 SD 74
54,M,920,Célibataire,0,false,1521 RV 18
48,M,199,Célibataire,0,false,6976 LU 33
77,F,1325,En Couple,4,false,8028 KW 18
51,M,420,En Couple,1,true,8488 VM 38
70,M,234,En Couple,1,true,4324 AD 43
37,F,1090,En Couple,0,false,3208 YB 54
30,M,239,En Couple,0,false,2797 WO 26
59,F,515,En Couple,4,false,2536 DS 13
68,M,506,En Couple,2,false,580 JD 33
51,M,413,Célibataire,0,false,2491 VN 69
63,M,939,En Couple,2,true,8032 JN 22
49,M,220,Célibataire,0,false,6444 BI 62
22,M,866,Seule,1,false,1332 FM 86
57,F,588,Célibataire,0,false,4819 AK 90
76,M,159,En Couple,4,false,889 OF 16
51,F,717,En Couple,4,true,5568 TH 35
51,F,1202,Célibataire,0,false,518 GG 12
23,M,1202,Célibataire,0,false,3836 OW 86
42,M,919,En Couple,0,false,6858 UT 89
19,F,1318,Célibataire,0,false,8860 AO 46
29,F,197,En Couple,1,false,8221 SY 57
38,M,155,En Couple,1,false,1935 PC 33
32,M,445,En Couple,0,false,276 DX 66
64,M,1049,En Couple,0,false,413 UM 23
21,F,977,En Couple,3,true,1436 NM 30
26,M,525,En Couple,4,false,9703 BA 98
39,M,543,Célibataire,0,false,1756 LV 38
20,F,742,En Couple,2,false,2427 WP 71
41,F,521,En Couple,0,false,9333 OL 68
27,M,521,En Couple,0,true,6815 MB 22
60,M,553,En Couple,4,true,6947 SZ 85
77,M,844, ,0,false,8371 DK 20
50,M,547,En Couple,3,false,394 AT 46
62,M,403,En Couple,1,false,7009 TM 82
56,M,535,En Couple,2,false,2891 KJ 53
21,F,446,En Couple,1,false,2558 SO 68
34,F,508,En Couple,0,false,4687 VH 79
23,M,486,En Couple,4,false,2312 KK 22
25,M,1184,En Couple,4,false,9160 AB 89
53,M,168,En Couple,3,false,6167 EP 41
22,M,415,Seule,2,false,2228 FO 66
21,M,583,Célibataire,0,false,8382 KO 97
23,M,1246,Célibataire,0,false,4283 MW 43
29,M,1126,Célibataire,0,false,216 EW 14
51,M,792,Célibataire,0,false,6190 BG 65
21,M,904,En Couple,2,false,7965 CD 53
31,M,159,Célibataire,0,false,2296 TD 19
29,F,245,En Couple,1,false,156 AL 85
25,M,457,En Couple,1,false,5598 BP 81
23,M,446,En Couple,2,true,1440 FE 87
51,Homme,418,En Couple,2,false,656 XY 26
34,Masculin,164,Célibataire,0,false,7134 IU 33
48,M,198,En Couple,4,true,1623 VI 56
58,F,479,En Couple,2,false,5283 VN 75
75,F,531,En Couple,2,false,2407 TU 32
27,Homme,458,Célibataire,0,false,6055 KZ 43
22,M,526,Célibataire,0,false,9484 YP 43
28,M,587,En Couple,0,false,5470 JX 29
62,F,414,En Couple,1,false,8622 XM 37
56,M,157,En Couple,0,false,3683 LR 45
53,F,843,En Couple,2,false,927 FB 74
83, ,155,Célibataire,0,false,3084 DR 74
58,M,529,En Couple,1,true,3001 OW 22
55,M,528,En Couple,2,false,5067 UY 25
37,M,527,En Couple,3,false,4786 AW 60
23,M,1126,En Couple,0,false,3657 QZ 59
56,F,1235,Célibataire,0,false,4585 MH 82
28,M,1068,En Couple,4,false,2427 OV 64
53,M,465,En Couple,0,false,4984 HN 80
30,M,584,Célibataire,0,false,2975 JY 53
19,M,449,En Couple,0,false,2417 AQ 63
21,M,1288,Célibataire,0,false,2957 XX 53
25,M,239,En Couple,4,false,6499 SE 48
35,M,1392,Célibataire,0,false,8135 PQ 52
82,M,804,En Couple,4,false,4277 ZL 81
44,M,829,En Couple,0,true,8923 NJ 30
20,M,516,Célibataire,0,false,231 UM 76
65,F,1032,Célibataire,0,false,3933 LZ 11
28,Féminin,240,En Couple,0,false,5381 CM 13
56,M,566,En Couple,1,false,1744 SR 42
19,M,247,En Couple,3,false,6405 YW 23
58,F,171,Célibataire,0,false,2348 HP 20
19,F,929,En Couple,0,false,2661 SM 96
22,F,178,Célibataire,0,false,6310 RZ 68
44,F,181,En Couple,1,false,9408 EI 66
63,F,1063,En Couple,1,false,7037 AF 35
84,M,505,En Couple,2,true,2312 HM 81
55,F,418,Célibataire,0,false,2584 YD 49
36,F,227,En Couple,2,false,5386 UG 57
31,F,414,En Couple,4,false,6218 XA 95
69,F,183,En Couple,4,false,7231 NW 29
75,M,949,Célibataire,0,false,2688 JA 49
29,M,507,Célibataire,0,false,3671 ZX 49
37,F,967,En Couple,3,false,2944 FZ 79
46,M,822,En Couple,2,false,1053 BU 73
41,F,497,En Couple,1,false,5866 SW 16
26,F,705,Célibataire,0,false,2616 MR 67
60,M,1382,En Couple,1,false,9720 ZQ 14
58,F,462,Célibataire,0,false,5445 DL 37
62,M,594,En Couple,3,false,7694 YS 58
78,F,435,Célibataire,0,false,7071 SJ 51
43,M,1242,En Couple,2,false,6812 AY 78
78,F,190,En Couple,0,false,7305 YO 63
48,M,183,En Couple,1, ,3305 UH 57
42,M,1203,En Couple,2,false,849 HJ 74
36,M,417,En Couple,1,false,871 GD 13
74,M,1302,En Couple,4,false,3548 OF 80
78,M,448,En Couple,0,false,4564 JK 90
40,M,503,En Couple,2,false,8878 ZF 87
53,M,181,En Couple,1,false,5972 LB 97
28,F,498,En Couple,1,true,7345 AW 58
60,M,484,Célibataire,0,false,9145 IV 40
30,M,1009,En Couple,0,false,5754 ZG 23
83,M,419,Célibataire,0,false,2141 RN 75
79,F,245,Célibataire,0,false,4249 TE 96
23,M,1206,Célibataire,0,false,2340 AA 24
29,M,540,En Couple,0,false,8263 CH 67
21,F,215,En Couple,3,true,5853 GP 22
48,M,1313,En Couple,2,true,4167 HA 39
48,M,1121,En Couple,0,false,5119 RJ 19
77,F,437,En Couple,3,false,7703 CF 74
18,M,207,En Couple,1,false,9646 IP 57
21,M,452,En Couple,3,false,6590 WL 19
49,M,177,En Couple,1,false,4517 DS 23
45,M,457,En Couple,2,false,1293 DK 68
42,M,471,Célibataire,0,false,2442 RB 63
54,F,465,En Couple,3,false,6736 WX 19
31,M,599,Célibataire,0,false,47 AA 71
24,F,769,En Couple,2,false,9484 HG 34
36,M,221,En Couple,4,false,6029 QN 37
42,M,925,Célibataire,0,false,1984 VX 74
46,F,590,En Couple,0,false,7688 BB 81
20,F,599,Célibataire,0,false,3942 LC 32
38,M,545,En Couple,3,false,6512 GF 19
51,F,210,En Couple,0,false,4416 FN 13
20,M,531,En Couple,3,true,1308 GE 12
20,M,440,Célibataire,0,false,2829 GI 18
51,M,567,En Couple,2,false,9790 LN 70
62,M,179,Célibataire,0,false,6083 IG 20
71,M,550,Célibataire,0,false,5011 LO 68
23,Femme,1224,En Couple,2,false,3876 ZS 94
50,M,247,En Couple,3,false,6274 JO 19
50,F,519,Célibataire,0,false,987 CN 47
73,M,522,Célibataire,0,false,954 YY 25
25,F,221,En Couple,0,false,6269 JT 63
33,M,472,En Couple,1,false,8422 WC 25
30,M,779,Célibataire,0,false,5867 HR 75
49,M,400,Célibataire,0,false,8602 WU 41
78,F,445,Célibataire,0,false,8140 WM 95
56,M,1080,En Couple,0,false,9092 WM 35
82,M,414,En Couple,3,false,5605 KR 55
75,F,583,Célibataire,0,false,8285 MA 12
81,F,572,En Couple,4,false,4514 JI 69
29,M,915,Célibataire,0,false,4216 AX 50
50,M,472,En Couple,1,false,812 RB 97
26,M,412,En Couple,3,false,4975 JI 21
29,M,571,En Couple,2,false,3266 WB 87
46,M,558,En Couple,1,false,4203 BE 14
38,M,490,En Couple,1,false,3346 TH 58
28,M,570,En Couple,4,false,3418 PD 14
28,M,929,En Couple,0,false,3871 SJ 10
59,M,1329,En Couple,0,false,1176 OX 33
31,M,586,Célibataire,0,false,7385 VA 88
73,M,1308,En Couple,0,false,1321 AR 64
25,M,403,En Couple,1,true,3162 EW 49
26,F,749,Célibataire,0,false,6506 KY 57
21,M,517,Célibataire,0,false,2693 YQ 57
35,M,155,Seule,2,false,2725 LN 63
21,F,176,En Couple,4,false,9879 WS 72
33,M,542,En Couple,1,false,4731 LP 96
32,M,437,Célibataire,0,false,9512 NN 33
58,M,486,Célibataire,0,false,3737 GC 63
75,M,161,En Couple,2,false,9432 VL 78
40,F,580,En Couple,0,false,4886 XV 40
44,M,232,En Couple,3,false,6260 NM 72
20,M,504,En Couple,1,false,7152 VT 83
51,M,212,En Couple,4,false,6528 GT 39
22,M,498,En Couple,2,false,7828 XL 21
60,F,170,En Couple,3,false,3179 KE 46
52,M,787,En Couple,2,false,4677 QP 63
37,M,1274,En Couple,2,false,6640 PM 67
29,M,166,En Couple,2,false,1602 YT 95
18,M,773,Célibataire,0,false,1153 UE 77
41,M,437,En Couple,0,false,6882 KG 70
26,F,200,Célibataire,0,false,508 WQ 84
62,M,505,Célibataire,0,false,8072 ZQ 67
58,M,1120,En Couple,3,false,3496 LB 62
22,M,537,En Couple,0,false,2225 AE 71
36,M,487,Célibataire,0,false,4598 QV 85
27,M,1350,En Couple,1,true,8098 XA 12
47,M,1235,En Couple,0,false,4465 TP 97
83,F,1326,En Couple,4,false,4396 IH 29
32,F,234,En Couple,4,false,9632 EB 80
18,M,232,En Couple,1,false,1370 MU 45
23,M,479,Célibataire,0,false,4945 NE 58
27,M,477,En Couple,4,false,5871 LK 56
46,F,811,En Couple,0,false,9373 NA 39
59,M,518,Célibataire,0,false,9995 KH 68
25,M,234,En Couple,3,false,9225 OL 24
18,F,544,En Couple,4,false,6596 JO 70
60,F,430,En Couple,1,false,880 IS 45
28,M,181,Célibataire,0,false,4607 YQ 30
76,F,1275,En Couple,0,false,1259 UX 33
70,M,194,En Couple,0,false,8726 CH 55
20,M,1072,En Couple,3,true,8363 PZ 79
56,M,1305,Seule,2,false,4848 TX 72
70,F,573,Célibataire,0,false,2763 OG 67
62,M,457,En Couple,2,false,3438 XB 82
68,M,161,En Couple,1,false,848 TB 34
48,M,221,En Couple,2,false,3065 JY 94
44,F,157,En Couple,1,false,4970 WO 61
36,M,404,En Couple,0,false,8919 LQ 21
68,M,486,En Couple,0,false,7858 SW 97
27,M,477,Célibataire,0,false,5574 XH 81
46,M,531,En Couple,0,false,3788 IM 97
39,F,429,Célibataire,0,false,4797 AW 81
77,M,1186,En Couple,4,false,1236 HW 75
53,M,549,En Couple,1,false,7007 GP 65
40,M,168,Célibataire,0,false,9282 BB 54
20,M,157,Célibataire,0,false,9208 GX 15
80,M,178,En Couple,0,false,5624 UG 69
20,M,1299,Célibataire,0,false,9216 CA 87
26,M,242,En Couple,1,true,7280 YB 67
22,F,247,En Couple,3,false,213 TH 52
39,M,530,Marié(e),0,true,2144 KY 65
22,M,475,Seule,1,false,9218 PZ 29
64,F,523,En Couple,1,false,5975 CW 42
33,M,575,Célibataire,0,false,2253 WR 18
19,M,1246,En Couple,0,false,2191 NS 68
30,F,442,En Couple,2,false,4210 MF 15
38,F,778,En Couple,0,false,7147 IR 82
43,M,1275,Célibataire,0,false,8618 DJ 91
55,M,461,En Couple,1,false,3240 LQ 92
20,F,587,En Couple,2,false,9017 YL 29
73,F,244,Célibataire,0,false,9277 DZ 29
51,M,596,En Couple,1,true,4905 FC 79
51,F,554,En Couple,2,false,9996 DS 43
18,M,453,En Couple,0,false,2993 OT 77
25,F,492,Célibataire,0,false,3185 IW 40
22,F,507,En Couple,1,false,8242 BF 61
72,M,183,En Couple,4,false,4495 YY 12
33,M,530,Célibataire,0,false,1813 HP 82
28,F,492,En Couple,1,false,1176 AC 78
19,F,419,En Couple,1,false,4528 HN 83
33,F,775,En Couple,2,false,1235 GD 59
60,M,1205,En Couple,0,false,2976 ZU 13
26,M,511,Célibataire,0,false,8373 YZ 71
25,F,204,En Couple,2,false,1086 FE 36
68,M,502,Célibataire,0,false,203 NT 95
80,F,923,En Couple,2,false,3244 LU 68
67,M,234,En Couple,1,false,3643 KV 87
37,F,743,Célibataire,0,false,9863 MV 37
21,M,433,Célibataire,0,false,8968 AC 10
52,F,463,En Couple,2,false,4884 CW 37
55,M,1200,Célibataire,0,false,9661 PF 19
34,M,455,Célibataire,0,false,2052 OH 58
30,Femme,234,En Couple,1,true,8094 LV 10
70,M,400,En Couple,4,false,5345 TB 45
19,M,842,En Couple,2,true,6892 XK 56
57,M,478,Célibataire,0,false,273 QX 63
47,M,1177,Célibataire,0,false,591 MH 56
45,M,1107,Célibataire,0,false,1088 BI 12
83,F,987,Célibataire,0,false,27 PK 31
26,Femme,513,En Couple,2,false,9111 NV 63
64,F,454,Célibataire,0,false,1742 IN 15
80,M,497,En Couple,1,true,9865 QB 78
63,M,579,En Couple,3,false,2653 EX 65
25,M,1200,Célibataire,0,false,354 IT 87
35,M,594,En Couple,4,false,8204 AZ 94
47,M,1340,En Couple,2,true,1432 LC 60
43,M,412,En Couple,3,false,4853 ZX 96
19,M,479,En Couple,3,false,4348 BM 73
81,M,829,En Couple,1,false,6173 KT 42
52,M,524,En Couple,1,false,103 OZ 71
41,M,487,Célibataire,0,false,9844 FK 60
61,M,903,Célibataire,0,false,2111 SJ 80
34,Homme,1251,En Couple,2,true,8643 PQ 55
41,M,537,En Couple,4,false,5409 XX 89
44,M,198,Célibataire,0,false,6861 FV 53
27,M,579,Seule,1,false,1590 KH 94
18,F,453,En Couple,1,true,7712 QK 12
18,F,590,En Couple,1,false,6240 GC 95
49,M,586,En Couple,2,false,8083 NI 81
37,F,445,En Couple,0,false,5195 SD 53
33,M,459,En Couple,2,false,2167 ZW 93
47,M,997,En Couple,3,false,8990 ND 42
28,F,230,En Couple,4,false,6312 HE 61
24,F,1248,Célibataire,0,false,8553 IA 75
31,M,219,Célibataire,0,false,7035 SO 61
51,M,211,En Couple,3,false,2711 FD 98
62,F,210,En Couple,2,true,7119 HB 10
59,M,907,En Couple,0,false,3771 ZX 45
39,M,434,En Couple,1,true,1758 AT 18
56,Homme,525,En Couple,4,false,6996 MN 46
19,F,468,En Couple,3,false,9770 XN 17
44,F,182,Célibataire,0,false,986 NK 62
46,F,1388,Seule,2,false,3746 YX 66
31,F,428,Célibataire,0,false,1088 SL 79
73,M,825,En Couple,4,false,7756 KS 70
62,M,542,Célibataire,0,false,6034 KO 94
59,M,547,En Couple,2,false,9306 CX 96
25,M,198,Célibataire,0,false,6470 XD 81
58,M,514,Célibataire,0,false,6824 LY 24
58,M,945,En Couple,0,false,3213 WJ 85
25,M,943,En Couple,1,true,1465 JB 62
54,M,418,En Couple,0,false,6640 JP 55
37,M,218,Célibataire,0,false,8814 MO 20
26,M,901,En Couple,3,false,6709 NP 67
61,F,410,En Couple,4,false,4993 TM 89
19,F,166,En Couple,4,false,9241 XY 13
26,M,593,En Couple,3,false,5379 PT 49
35,M,566,En Couple,1,false,6900 LK 61
22,M,508,Célibataire,0,false,7012 RA 23
33,M,881,En Couple,1,false,6874 EK 45
23,M,530,En Couple,0,false,4521 NN 41
61,M,480,En Couple,1,true,2198 BT 64
72,F,531,En Couple,0,false,37 SS 56
50,M,568,Célibataire,0,false,895 MF 15
52,M,554,En Couple,0,false,3970 TZ 72
79,F,582,En Couple,1,false,949 SE 87
48,F,492,Seule,2,false,1175 CK 87
49,M,400,Célibataire,0,false,8227 JT 83
24,M,158,En Couple,3,false,7121 QU 68
21,M,432,Célibataire,0,false,476 XL 23
34,F,583,En Couple,1,false,6283 WR 33
75,M,548,Célibataire,0,false,2591 IJ 88
34,?,558,En Couple,0,false,6408 AA 26
44,M,505,En Couple,0,false,6772 AK 77
70,F,984,Célibataire,0,false,3573 HB 83
49,M,1382,Célibataire,0,false,3918 MG 39
38,M,580,En Couple,2,false,6266 JM 16
39,M,429,En Couple,4,false,105 YS 16
66,M,1214,Célibataire,0,false,4567 VH 13
59,M,1070,Célibataire,0,false,6570 AV 10
57,M,151,En Couple,1,false,1433 DZ 75
22,M,1154,En Couple,4,true,1044 IB 65
56,M,188,En Couple,0,true,8036 KJ 15
76,F,1034,Célibataire,0,false,8063 YK 16
27,M,411,Seule,1,false,9031 SR 51
58,M,151,En Couple,3,false,1169 EA 39
51,F,835,En Couple,4,false,6269 JK 50
35,M,1368,En Couple,3,false,8167 GA 36
24,M,577,En Couple,2,false,8488 QS 85
83,M,549,En Couple,2,false,3033 AE 49
21,F,229,Seule,1,false,4086 NW 37
21,F,1002,En Couple,4,false,955 SH 17
68,M,1218,En Couple,1,false,8606 EF 61
33,F,836,En Couple,4,false,3576 EE 58
70,M,1269,Seule,1,false,1 IM 83
23,M,445,En Couple,2,false,7863 KD 63
57,M,929,Célibataire,0,false,8491 ZF 44
58,M,464,Seule,1,false,9272 FU 98
53,F,527,?,3,false,2464 SG 89
20,F,524,Seule,1,false,2485 QC 74
22,M,580,Célibataire,0,false,9009 KE 51
38,F,486,En Couple,0,false,9027 JL 98
19,F,535,Célibataire,0,false,7959 KL 36
26,F,245,En Couple,4,true,7952 KN 14
43,F,907,En Couple,0,false,6948 PY 24
64,F,450,Célibataire,0,false,2932 AM 47
18,F,547,Célibataire,0,false,9463 IR 54
48,F,465,En Couple,0,false,258 FP 25
37,M,201,En Couple,3,true,8486 RA 35
82,F,463,En Couple,4,false,9541 RC 24
19,M,210,En Couple,2,true,3634 YN 45
58,M,1357,En Couple,3,false,4789 XJ 72
76,F,1208,Célibataire,0,false,4088 XE 37
35,M,1362,Célibataire,0,false,8658 GX 16
66,M,163,En Couple,3,false,5421 HK 98
63,F,514,En Couple,1,false,1381 ZL 52
49,F,578,En Couple,3,true,6223 QA 84
52,M,164,En Couple,0,true,8707 DL 69
62,M,712,Célibataire,0,false,7432 TT 71
80,F,579,En Couple,4,true,6587 QI 56
77,F,539,Célibataire,0,false,7212 PF 77
43,M,759,En Couple,3,false,4805 SL 78
30,M,182,En Couple,2,false,5559 TX 82
32,M,1292,En Couple,3,true,6242 FH 91
22,F, ,En Couple,4,false,1393 WD 92
72,F,590,En Couple,0,false,5712 EJ 73
22,M,816,Célibataire,0,false,7292 HR 10
44,F,214,Célibataire,0,false,325 KV 11
64,M,152,En Couple,3,true,9106 QG 63
25,M,238,N/D,1,true,5729 OZ 79
67,M,1070,Célibataire,0,false,2265 HH 68
42,M,799,Célibataire,0,false,5022 YK 88
81,M,432,En Couple,1,false,3632 KJ 90
43,M,502,En Couple,4,false,2353 KG 53
57,M,508,En Couple,2,true,2625 FW 21
33,M,458,Seule,2,false,2440 TE 71
29,M,204,En Couple,2,false,6111 TX 73
32,M,974,En Couple,2,false,1483 MT 10
34,Féminin,451,En Couple,2,false,7959 FV 96
34,M,507,En Couple,0,true,4300 DX 19
37,M,970,Célibataire,0,false,4080 VD 92
37,M,470,Célibataire,0,false,7161 WJ 43
81,M,577,Célibataire,0,false,9740 AN 14
27,M,534,En Couple,1,true,5927 OG 85
36,M,232,Célibataire,0,false,3063 DM 85
29,M,222,Célibataire,0,false,1206 TW 41
48,M,995,En Couple,2,false,6580 DJ 79
21,M,579,En Couple,3,false,2881 ZV 84
45,M,427,En Couple,2,true,8805 ZY 73
